type,tag,location,startH,startM,startS,endH,endM,endS
0,'Xgti','Funken',14,42,59,15,1,1,
0,'n4gK','Funken',14,49,1,14,54,59,
0,'lwFq','Roboter',14,52,58,15,3,1,
0,'Hf6q','Roboter',14,53,38,15,20,59,
0,'n4gK','Funken',14,54,59,15,31,2,
0,'LLz2','Stanzen',15,6,55,15,15,1,
0,'lwFq','Roboter',15,6,58,16,1,2,
0,'Xgti','Funken',15,7,1,16,56,59,
0,'LLz2','Dornerei',15,15,1,16,58,55,
0,'Hf6q','Funken',15,20,59,15,26,18,
0,'Hf6q','Funken',15,28,19,15,34,58,
0,'n4gK','Funken',15,32,59,16,1,2,
0,'pMaq','Roboter',15,35,38,16,15,42,
0,'Hf6q','Roboter',15,41,38,15,59,39,
0,'Hf6q','Funken',15,59,39,16,24,18,
0,'n4gK','Funken',16,1,2,16,22,59,
0,'lwFq','Funken',16,1,2,16,6,58,
0,'lwFq','Roboter',16,6,58,17,39,2,
0,'pMaq','Funken',16,15,42,16,34,18,
0,'n4gK','Funken',16,22,59,16,29,2,
0,'Hf6q','Roboter',16,24,18,16,32,19,
0,'n4gK','Funken',16,30,59,19,13,3,
0,'Hf6q','Funken',16,32,19,16,46,58,
0,'pMaq','Roboter',16,34,18,17,55,42,
0,'Hf6q','Funken',16,48,59,17,1,38,
0,'GmK6','Funken',16,49,39,17,58,58,
0,'Xgti','Funken',16,56,59,17,39,2,
0,'Hf6q','Roboter',17,1,38,17,7,39,
0,'LLz2','Dornerei',17,3,1,17,12,55,
0,'Hf6q','Funken',17,7,39,17,18,18,
0,'LLz2','Dornerei',17,17,1,18,20,55,
0,'Hf6q','Funken',17,21,42,17,47,0,
0,'Xgti','Funken',17,39,2,17,51,0,
0,'lwFq','Roboter',17,40,58,17,59,2,
0,'Hf6q','Funken',17,47,0,17,55,42,
0,'Xgti','Funken',17,53,2,18,15,0,
0,'Hf6q','Funken',17,55,42,18,13,0,
0,'GmK6','Roboter',17,58,58,18,35,0,
0,'ox0d','Dornerei',17,59,1,19,8,55,
0,'pMaq','Roboter',18,0,18,18,13,42,
0,'lwFq','Roboter',18,0,58,18,7,0,
0,'lwFq','Roboter',18,8,58,18,17,2,
0,'Hf6q','Funken',18,13,0,18,21,38,
0,'pMaq','Funken',18,13,42,19,13,38,
0,'Xgti','Funken',18,15,0,19,23,3,
0,'lwFq','Roboter',18,19,38,19,11,3,
0,'LLz2','Stanzen',18,20,55,18,33,1,
0,'Hf6q','Roboter',18,21,38,18,33,2,
0,'Hf6q','Funken',18,33,2,18,51,0,
0,'GmK6','Funken',18,35,0,21,52,16,
0,'LLz2','Stanzen',18,36,55,18,43,1,
0,'LLz2','Dornerei',18,43,1,19,36,55,
0,'Hf6q','Funken',18,51,0,19,15,38,
0,'ox0d','Dornerei',19,11,1,21,38,56,
0,'lwFq','Funken',19,11,3,19,18,58,
0,'n4gK','Funken',19,13,3,19,21,0,
0,'pMaq','Roboter',19,13,38,21,34,23,
0,'lwFq','Roboter',19,18,58,20,33,3,
0,'Hf6q','Funken',19,20,23,19,27,35,
0,'ofEz','Funken',19,22,20,19,39,43,
0,'Xgti','Funken',19,23,3,19,29,0,
0,'Hf6q','Stanzen',19,27,35,20,16,23,
0,'Xgti','Funken',19,29,0,20,11,3,
0,'LLz2','Stanzen',19,36,55,20,45,2,
0,'ofEz','Funken',19,39,43,20,4,18,
0,'ofEz','Roboter',20,4,18,22,21,0,
0,'Xgti','Funken',20,11,3,20,25,0,
0,'Hf6q','Funken',20,16,23,20,36,58,
0,'Xgti','Funken',20,25,0,20,51,3,
0,'Hf6q','Roboter',20,36,58,23,58,20,
0,'lwFq','Roboter',20,39,38,21,25,43,
0,'LLz2','Dornerei',20,45,2,20,50,56,
0,'LLz2','Stanzen',20,50,56,21,5,2,
0,'Xgti','Funken',20,51,3,21,7,0,
0,'LLz2','Dornerei',21,5,2,22,40,56,
0,'Xgti','Funken',21,7,0,21,49,3,
0,'lwFq','Roboter',21,26,58,22,17,43,
0,'pMaq','Funken',21,34,23,22,46,59,
0,'ox0d','Stanzen',21,38,56,21,53,2,
0,'Xgti','Funken',21,49,3,22,11,0,
0,'ox0d','Dornerei',21,53,2,23,8,56,
0,'Xgti','Funken',22,11,0,22,24,56,
0,'lwFq','Funken',22,17,43,22,23,39,
0,'ofEz','Funken',22,21,0,22,28,59,
0,'lwFq','Roboter',22,23,39,22,49,0,
0,'Xgti','Stanzen',22,24,56,22,33,0,
0,'Xgti','Stanzen',22,34,56,23,5,3,
0,'LLz2','Dornerei',22,45,2,22,58,56,
0,'pMaq','Roboter',22,46,59,23,15,40,
0,'lwFq','Funken',22,49,0,22,56,59,
0,'LLz2','Stanzen',22,58,56,23,7,2,
0,'Xgti','Funken',23,5,3,23,13,0,
0,'LLz2','Dornerei',23,7,2,23,24,56,
0,'ox0d','Stanzen',23,8,56,23,25,2,
0,'pMaq','Funken',23,15,40,23,52,59,
0,'Xgti','Stanzen',23,16,56,23,27,3,
0,'LLz2','Stanzen',23,24,56,23,53,2,
